Opportunity_ID,Target
10689,0.9413390159606934
10690,0.48352178931236267
10691,0.2208700180053711
10692,0.25007227063179016
10693,0.9762848019599915
10694,0.9404727816581726
10695,0.12019167840480804
10696,0.12334928661584854
10697,0.05052487552165985
10698,0.05295577272772789
10699,0.035080354660749435
10700,0.21439717710018158
10701,0.370366632938385
10702,0.13713739812374115
10703,0.24668249487876892
10704,0.9908363819122314
10705,0.9848932027816772
10706,0.20907723903656006
10707,0.5883818864822388
10708,0.43037694692611694
10709,0.966029703617096
10710,0.9075587391853333
10711,0.9581846594810486
10712,0.8747871518135071
10713,0.7543752789497375
10714,0.32702332735061646
10715,0.9679455161094666
10716,0.9885044693946838
10717,0.9356319904327393
10718,0.9158757925033569
10719,0.8443630933761597
10720,0.1831968128681183
10721,0.8790292739868164
10722,0.9650661945343018
10723,0.9460782408714294
10724,0.9555800557136536
10725,0.9761018753051758
10726,0.9075390696525574
10727,0.2803320586681366
10728,0.9733943343162537
10729,0.8691259622573853
10730,0.9767051339149475
10731,0.019407330080866814
10732,0.06556541472673416
10733,0.07585328072309494
10734,0.7192347049713135
10735,0.9932592511177063
10736,0.9956870675086975
10737,0.9366804957389832
10738,0.8401573300361633
10739,0.8657394051551819
10740,0.10232995450496674
10741,0.9823095202445984
10742,0.3384971618652344
10743,0.8749170303344727
10744,0.3615037798881531
10745,0.3615037798881531
10746,0.08535490930080414
10747,0.08535490930080414
10748,0.8213291168212891
10749,0.9242354035377502
10750,0.21825790405273438
10751,0.8597627282142639
10752,0.8597627282142639
10753,0.8378577828407288
10754,0.7296490669250488
10755,0.9897024631500244
10756,0.9759193062782288
10757,0.0028797155246138573
10758,0.020536744967103004
10759,0.0037212825845927
10760,0.003137380350381136
10761,0.9842243194580078
10762,0.3714699149131775
10763,0.9336830377578735
10764,0.9909949898719788
10765,0.32172009348869324
10766,0.9964159727096558
10767,0.9947394728660583
10768,0.4547377824783325
10769,0.06907739490270615
10770,0.2887859642505646
10771,0.0014519741525873542
10772,0.8961669206619263
10773,0.21761487424373627
10774,0.004483397584408522
10775,0.003955475054681301
10776,0.0106821209192276
10777,0.24890759587287903
10778,0.7891024947166443
10779,0.7271674871444702
10780,0.8838383555412292
10781,0.7147669196128845
10782,0.09138786047697067
10783,0.11526379734277725
10784,0.8508501052856445
10785,0.8440821170806885
10786,0.001025440520606935
10787,0.694538414478302
10788,0.1997356414794922
10789,0.22308628261089325
10790,0.8305208086967468
10791,0.09617584198713303
10792,0.9527284502983093
10793,0.9720531702041626
10794,0.9720531702041626
10795,0.9895426034927368
10796,0.4663960039615631
10797,0.6939424276351929
10798,0.4234497845172882
10799,0.15178468823432922
10800,0.4145561456680298
10801,0.020124735310673714
10802,0.47466370463371277
10803,0.0001258135016541928
10804,0.7430890202522278
10805,0.00012414934462867677
10806,0.9831998348236084
10807,0.3237358629703522
10808,0.3835746943950653
10809,0.7336889505386353
10810,0.0009735799976624548
10811,0.006303570233285427
10812,0.9413239359855652
10813,0.00022106306278146803
10814,0.0002340262581128627
10815,0.9307460188865662
10816,0.8020733594894409
10817,0.04235316812992096
10818,0.998239278793335
10819,0.01290503516793251
10820,0.8862177729606628
10821,0.0032104849815368652
10822,0.0003749523020815104
10823,0.9603443741798401
10824,0.009297188371419907
10825,0.24697154760360718
10826,0.21382278203964233
10827,0.9344470500946045
10828,0.9905684590339661
10829,0.6983444094657898
10830,0.4595591127872467
10831,0.45656272768974304
10832,0.5482949614524841
10833,0.37916743755340576
10834,0.005526784807443619
10835,0.3065136671066284
10836,0.9374645352363586
10837,0.9712845683097839
10838,0.9112238883972168
10839,0.005190461408346891
10840,0.4203159213066101
10841,0.005181202199310064
10842,0.40810200572013855
10843,0.40810200572013855
10844,0.9348867535591125
10845,0.9915949702262878
10846,0.662630021572113
10847,0.6320270299911499
10848,0.0022051685955375433
10849,0.7129924893379211
10850,0.7079142332077026
10851,0.08450688421726227
10852,0.7524105310440063
10853,0.8329018950462341
10854,0.6508116126060486
10855,0.16917796432971954
10856,0.2033524215221405
10857,0.3297508955001831
10858,0.22536352276802063
10859,0.0016853284323588014
10860,0.09298786520957947
10861,0.0010816523572430015
10862,0.2912012040615082
10863,0.07600937783718109
10864,0.9973670840263367
10865,0.9780094623565674
10866,0.0004678450641222298
10867,0.0018605678342282772
10868,0.6811354756355286
10869,0.01008928194642067
10870,0.40873607993125916
10871,0.9987832903862
10872,0.0019750334322452545
10873,0.3327138423919678
10874,0.9883915781974792
10875,0.939210057258606
10876,0.9569366574287415
10877,0.8977722525596619
10878,0.7844448089599609
10879,0.023612087592482567
10880,0.0752028301358223
10881,0.9669150710105896
10882,0.5303985476493835
10883,0.041623227298259735
10884,0.3204335868358612
10885,0.8960744142532349
10886,0.21493443846702576
10887,0.013322628103196621
10888,0.7317671775817871
10889,0.8975441455841064
10890,0.6901665329933167
10891,0.9409863352775574
10892,0.7575385570526123
10893,0.03981148824095726
10894,0.961220383644104
10895,0.8860299587249756
10896,0.9756925106048584
10897,0.9903786182403564
10898,0.01581413857638836
10899,0.8712443709373474
10900,0.9760320782661438
10901,0.7985419631004333
10902,0.6693833470344543
10903,0.002048429101705551
10904,0.8656731843948364
10905,0.9767515659332275
10906,0.7428808808326721
10907,0.44393253326416016
10908,0.0028325337916612625
10909,0.9702117443084717
10910,0.0049879583530128
10911,0.8829451203346252
10912,0.5415219664573669
10913,0.9952268600463867
10914,0.0081632724031806
10915,0.9925985336303711
10916,0.4436236023902893
10917,0.5245837569236755
10918,0.9617577791213989
10919,0.0051901754923164845
10920,0.3685391843318939
10921,0.9207897186279297
10922,0.3996489644050598
10923,0.6091616749763489
10924,0.9421648383140564
10925,0.9649186134338379
10926,0.0016280713025480509
10927,0.0027364136185497046
10928,0.9839786887168884
10929,0.8155401945114136
10930,0.6346235871315002
10931,0.5930346250534058
10932,0.9366724491119385
10933,0.8870671987533569
10934,0.42595794796943665
10935,0.7041810154914856
10936,0.6651564240455627
10937,0.0024209218099713326
10938,0.1372351497411728
10939,0.7040888667106628
10940,0.9585779905319214
10941,0.006549666170030832
10942,0.0039155189879238605
10943,0.003071436658501625
10944,0.003751015290617943
10945,0.28392118215560913
10946,0.8609118461608887
10947,0.7070346474647522
10948,0.3977438807487488
10949,0.9529720544815063
10950,0.0037995781749486923
10951,0.005971158854663372
10952,0.5969265699386597
10953,0.013238920830190182
10954,0.5919358134269714
10955,0.022041290998458862
10956,0.010880505666136742
10957,0.012781647965312004
10958,0.007325187791138887
10959,0.006495318841189146
10960,0.7487316131591797
10961,0.8925198316574097
10962,0.0072689964435994625
10963,0.0016018395544961095
10964,0.17677989602088928
10965,0.00034881633473560214
10966,0.8563012480735779
