Opportunity_ID,Target
10689,0.5800646779507068
10690,0.34490946208625894
10691,0.5746056289944541
10692,0.4893967610582598
10693,0.9206543922090125
10694,0.9326832837777683
10695,0.32447458950995905
10696,0.3101115463642638
10697,0.4179616794232544
10698,0.2991178257771897
10699,0.3326784217483727
10700,0.38669965440894716
10701,0.43991865744558595
10702,0.4317730545687237
10703,0.42510331751198743
10704,0.96129401740133
10705,0.937886131746842
10706,0.6114231232232392
10707,0.295327782865283
10708,0.495723821348675
10709,0.7972218070059434
10710,0.6225754103741675
10711,0.6046993707349837
10712,0.6514933555173994
10713,0.6106596503721357
10714,0.5690431245809465
10715,0.859862464082424
10716,0.7704736352384035
10717,0.6036051580045756
10718,0.7221888316848648
10719,0.6987496139486427
10720,0.4999752266732637
10721,0.5766466824940328
10722,0.8265268995661469
10723,0.6695134709816115
10724,0.7940211962549476
10725,0.8133069780779864
10726,0.6030013011856231
10727,0.3379886900158031
10728,0.8138611843204776
10729,0.5754410492285259
10730,0.9141834635431868
10731,0.6419500948143134
10732,0.4551634303917462
10733,0.4593115785398943
10734,0.530629068268166
10735,0.9195369607314908
10736,0.8498919321455184
10737,0.9407241275341879
10738,0.6638938153873829
10739,0.649002352458419
10740,0.4282895854627357
10741,0.9598159222529324
10742,0.4968200151943817
10743,0.5715978308509203
10744,0.29230081291934296
10745,0.29230081291934296
10746,0.251527459322585
10747,0.251527459322585
10748,0.6561621378302895
10749,0.9183859182847055
10750,0.5001390232362383
10751,0.5378485761068231
10752,0.5378485761068231
10753,0.4938180285193828
10754,0.6497279294665611
10755,0.8886468043395975
10756,0.918382809659311
10757,0.7732786009388173
10758,0.6952532277658208
10759,0.47334714015422935
10760,0.2349702542324194
10761,0.9249678827270283
10762,0.6162400386719753
10763,0.656318430830849
10764,0.8899823076922979
10765,0.2818337578844201
10766,0.7860366431460566
10767,0.8520130969387316
10768,0.5818778798365571
10769,0.4189665267191101
10770,0.1854404053537264
10771,0.5522221225788618
10772,0.7593677386299866
10773,0.44011479352537064
10774,0.05730975369738104
10775,0.034755494505494505
10776,0.17021287442925861
10777,0.4048899476344967
10778,0.8580758150655454
10779,0.6964308017775025
10780,0.8559816043536352
10781,0.41304075576808724
10782,0.227397937710134
10783,0.15886935871708924
10784,0.6099751109543043
10785,0.593787439011854
10786,0.2565041286428697
10787,0.63000499002954
10788,0.3826711937153292
10789,0.3959699228757796
10790,0.5229526375007256
10791,0.4880572899657461
10792,0.6081970936151971
10793,0.6934012859654644
10794,0.6934012859654644
10795,0.8828696685100799
10796,0.3368457888549505
10797,0.3087630080267156
10798,0.25998314956900564
10799,0.29137297465559037
10800,0.26431297908057405
10801,0.1834824229402375
10802,0.24122148319475087
10803,0.26668026220119245
10804,0.7535892415978124
10805,0.04302143244596075
10806,0.8709894576415339
10807,0.2756004898311233
10808,0.4719658503448515
10809,0.5009544702109777
10810,0.052425053068464865
10811,0.6695538797538718
10812,0.6892069659021517
10813,0.2822892975768136
10814,0.06946360141178608
10815,0.5610034537367254
10816,0.5272810205886062
10817,0.09302732693921129
10818,0.8162912023221169
10819,0.5417891509791963
10820,0.6276752057981295
10821,0.5376871519263796
10822,0.05955895319721072
10823,0.8039012452830778
10824,0.4868767889499941
10825,0.46015622388599925
10826,0.5825609797159766
10827,0.8292884527079137
10828,0.9103230672788964
10829,0.5927077758312865
10830,0.45244020986265476
10831,0.7210213613815284
10832,0.3518649659869641
10833,0.22014415219506886
10834,0.33698378554996206
10835,0.30537920793899975
10836,0.8074063999430069
10837,0.7059919328863384
10838,0.7303038055382594
10839,0.407870410114753
10840,0.46408438210322117
10841,0.5715782989557437
10842,0.6136367933535513
10843,0.6211639814183738
10844,0.7273739438900095
10845,0.9348024792355377
10846,0.27312189581637003
10847,0.3471880831229098
10848,0.5098966899992831
10849,0.46002961586688057
10850,0.5977853887563495
10851,0.20078365836504516
10852,0.5836330929786133
10853,0.5775237426411257
10854,0.4651228157546736
10855,0.41686184526337144
10856,0.3397036350372023
10857,0.38852171637739163
10858,0.4603056346244555
10859,0.32577090850445134
10860,0.16416824602349347
10861,0.022054015256148616
10862,0.3215321454574802
10863,0.2963622666506281
10864,0.9114017044105723
10865,0.9224497520849372
10866,0.16523013133095243
10867,0.06444776259625237
10868,0.55293889721909
10869,0.07196189665601892
10870,0.4162464696762579
10871,0.9024023226710017
10872,0.1832696866617234
10873,0.33914573987528585
10874,0.8553464302720651
10875,0.8848496123476398
10876,0.9389904297813966
10877,0.6816680528856718
10878,0.6865741159045435
10879,0.20840044307117359
10880,0.14524094858421358
10881,0.8445024322874272
10882,0.34829115877147615
10883,0.22415054242934793
10884,0.31756253289541175
10885,0.6041356397082044
10886,0.47386174896750777
10887,0.10318652269598184
10888,0.5387797624469379
10889,0.8645819088292721
10890,0.527306534982662
10891,0.8683362723648703
10892,0.656115142474803
10893,0.904262615894562
10894,0.8832070330704828
10895,0.7459716963710346
10896,0.7603171484575697
10897,0.7968609006385766
10898,0.06187084229537059
10899,0.5193749331625513
10900,0.8789055648884602
10901,0.8578118042203355
10902,0.49855455271029325
10903,0.3684572107520355
10904,0.8883680834133753
10905,0.8345064495582782
10906,0.7498903293868757
10907,0.5352675311154295
10908,0.252070661402152
10909,0.8876893756205135
10910,0.35946858272646887
10911,0.8750520463441207
10912,0.5700811599518061
10913,0.5669744925821253
10914,0.5825251414275877
10915,0.9511091306636342
10916,0.4813269337094079
10917,0.44554764761996285
10918,0.8184370763909206
10919,0.03516541737149907
10920,0.38460058478331827
10921,0.7364698440951383
10922,0.21211108635484754
10923,0.5947900349708665
10924,0.9196518286774339
10925,0.8399484393460903
10926,0.5077121509843215
10927,0.4489006601669628
10928,0.817969369884221
10929,0.6848241073249886
10930,0.38420660904532694
10931,0.5726907271190452
10932,0.7647472893236835
10933,0.711860019334062
10934,0.5679222689856289
10935,0.4842041322811113
10936,0.4855660643763339
10937,0.4451498428582574
10938,0.17145278717134785
10939,0.4857364887779824
10940,0.7658224635717612
10941,0.534149895799552
10942,0.3978994591729892
10943,0.49316276220628263
10944,0.2421743515977855
10945,0.19643122334479915
10946,0.7588569667181645
10947,0.5750941576383981
10948,0.2514032419551988
10949,0.7789811191686136
10950,0.3793894568147747
10951,0.4744725002479865
10952,0.6365860152037851
10953,0.06326984126984127
10954,0.6312940045388398
10955,0.18456167061544343
10956,0.10303698880685916
10957,0.16375055950433226
10958,0.11032276923013962
10959,0.27809676241775244
10960,0.7171853687831472
10961,0.633015440314141
10962,0.5529890318303541
10963,0.4322172672569632
10964,0.5285440232031741
10965,0.095769155604593
10966,0.8522235107683349
10967,0.9030381643009228
10968,0.35280857593899495
10969,0.9575093069737712
10970,0.2396189394476897
10971,0.3764990645504757
10972,0.1239151415059537
10973,0.4063532099708571
10974,0.3388972673936629
10975,0.8097273939833517
10976,0.9141348452407808
10977,0.9088101113981223
10978,0.8144471234326224
10979,0.7431309918288584
10980,0.3865703507873784
10981,0.41549319567116216
10982,0.5058414325484104
10983,0.4437281803119399
10984,0.40568406163899146
10985,0.25257023801567724
10986,0.7500351407049736
10987,0.8115486996505229
10988,0.4976311213065024
10989,0.20979986550508156
10990,0.17165120730412564
10991,0.036351180615392845
10992,0.07090239436847069
10993,0.9035133957117176
10994,0.35362435931253133
10995,0.3567576714214545
10996,0.35062675344980215
10997,0.1037471939190814
10998,0.9011333352574401
10999,0.5224028974304992
11000,0.3355137785681644
11001,0.2721886966897692
11002,0.40327513374143553
11003,0.67029962155896
11004,0.8739778542966636
11005,0.34316998452003133
11006,0.3474518500750004
11007,0.9415823392195187
11008,0.023658730158730157
11009,0.8953526838932301
11010,0.9282298350625618
11011,0.5499841997170565
11012,0.6854513371536896
11013,0.25134610334269986
11014,0.595592192725364
11015,0.3659170327117735
11016,0.4781415759978385
11017,0.6623658726568781
11018,0.21587150182547524
11019,0.6131220760277122
11020,0.07004679595870644
11021,0.5558256182972428
11022,0.5386696304692768
11023,0.6397001953962
11024,0.14121370210357043
11025,0.912608326655474
11026,0.9108857928325006
11027,0.6223979783703814
11028,0.31658520222196757
11029,0.8745709936438908
11030,0.2721002311981159
11031,0.8509998899816823
11032,0.41207061759099795
11033,0.916874512134951
11034,0.15929803716922186
11035,0.10561007276906184
11036,0.7425493835348398
11037,0.4613089131437685
11038,0.4231852030980326
11039,0.8753108407491912
11040,0.5221256211120863
11041,0.6370920878836668
11042,0.427586155830395
11043,0.7584293135887595
11044,0.278531410309656
11045,0.2137008290220581
11046,0.5223842193482587
11047,0.6452742623103489
11048,0.26774054385612395
11049,0.10445407869534075
11050,0.29843361429244086
11051,0.8322798920613705
11052,0.37620789219494644
11053,0.324694020658651
11054,0.6165575933176775
11055,0.2687964290254622
11056,0.5874934758028688
11057,0.39921753026189594
11058,0.22146690872787067
11059,0.1372093463246773
11060,0.32770497144770505
11061,0.21663611619273765
11062,0.18036069924017104
11063,0.806146614924291
11064,0.758090696260529
11065,0.642581545811306
11066,0.882925043433061
11067,0.5507363880585604
11068,0.7668817241505966
11069,0.18552367932815741
11070,0.6075348817609924
11071,0.7068233224884162
11072,0.8125598010211864
11073,0.8592276391539082
11074,0.6049734981743168
11075,0.27092367533625156
11076,0.7121492776879285
11077,0.7769802441783714
11078,0.34491873773732046
11079,0.5867907781115834
11080,0.6826412922459549
11081,0.5263769270446551
11082,0.4709592978290818
11083,0.10266573504995992
11084,0.4328040192175384
11085,0.6609421615183895
11086,0.7673165808777352
11087,0.9491944663700559
11088,0.12166753288841788
11089,0.1935540585656459
11090,0.24811887482085745
11091,0.5940343446784259
11092,0.5561416763554875
11093,0.48061995767246546
11094,0.493866071018485
11095,0.778587210062233
11096,0.839140761280264
11097,0.08607613740980653
11098,0.1256352251393024
11099,0.45949160325467175
11100,0.5864490675310423
11101,0.3676091743492657
11102,0.5609233203325443
11103,0.47901774076672987
11104,0.4892868297348475
11105,0.5758438942092028
11106,0.30923224999921683
11107,0.5322858844228007
11108,0.9129058382136005
11109,0.8510900816014193
11110,0.6439214225121138
11222,0.7640530315415591
11223,0.804810888487207
11224,0.6866980858646324
11225,0.40669996074073084
11226,0.7207469075311913
11227,0.08303626885180704
11228,0.5412349397499486
11229,0.7134437312118969
11230,0.6340277741444722
11231,0.21694107225681838
11232,0.25522253093151925
11233,0.7489905518925628
11234,0.5986262979312604
11235,0.18023569055264815
11236,0.7360675054573822
11237,0.17834098379369667
11238,0.8342068953290989
11239,0.44508791514034746
11240,0.6014519321817776
11241,0.890278653529503
11242,0.8958534667725505
11243,0.15777772712462443
11244,0.22717726963279172
11245,0.833308790376146
11246,0.3127558692984159
