Opportunity_ID,Target
10689,0.7506042
10690,0.49255925
10691,0.41584218
10692,0.54160947
10693,0.8583718
10694,0.8583718
10695,0.21847004
10696,0.20033218
10697,0.2149234
10698,0.18829425
10699,0.27045947
10700,0.3153186
10701,0.36524984
10702,0.3078467
10703,0.37716752
10704,0.9423694
10705,0.95078164
10706,0.52720404
10707,0.31770608
10708,0.47653162
10709,0.9803066
10710,0.6996039
10711,0.72638327
10712,0.6461284
10713,0.6928423
10714,0.46134725
10715,0.7768872
10716,0.8162002
10717,0.70045155
10718,0.788245
10719,0.77086395
10720,0.52645665
10721,0.64838076
10722,0.8470733
10723,0.654237
10724,0.6860508
10725,0.8756093
10726,0.6736201
10727,0.37014535
10728,0.89019144
10729,0.5908314
10730,0.937592
10731,0.24404593
10732,0.4165614
10733,0.43838
10734,0.4502729
10735,0.9517423
10736,0.9718555
10737,0.9299206
10738,0.5295396
10739,0.80039585
10740,0.42204773
10741,0.92381495
10742,0.35349277
10743,0.769139
10744,0.35582113
10745,0.35582113
10746,0.15497409
10747,0.15497409
10748,0.53468245
10749,0.97811204
10750,0.45981777
10751,0.77482784
10752,0.77482784
10753,0.7284973
10754,0.68995816
10755,0.93223846
10756,0.92396605
10757,0.21460027
10758,0.26749638
10759,0.0495104
10760,0.14003874
10761,0.9360276
10762,0.50833595
10763,0.7438552
10764,0.96107167
10765,0.48941645
10766,1.0006219
10767,1.0280532
10768,0.5802034
10769,0.16150871
10770,0.3109902
10771,0.035432585
10772,0.78132474
10773,0.5349666
10774,0.014094209
10775,0.08850849
10776,0.12433209
10777,0.5005662
10778,0.91446686
10779,0.81952536
10780,0.9208973
10781,0.6530717
10782,0.39023295
10783,0.37050113
10784,0.7451971
10785,0.7419084
10786,-0.012091953
10787,0.6398129
10788,0.3004886
10789,0.477268
10790,0.58014876
10791,0.3593025
10792,0.7523668
10793,0.70722044
10794,0.70722044
10795,0.927308
10796,0.47723553
10797,0.5499688
10798,0.39594755
10799,0.36062884
10800,0.4038529
10801,0.26690632
10802,0.4773198
10803,0.110095456
10804,0.66939306
10805,0.096693106
10806,0.9915535
10807,0.43257055
10808,0.6286496
10809,0.7398588
10810,0.11866311
10811,0.12444262
10812,0.84777415
10813,0.0064551122
10814,0.085876346
