Opportunity_ID,Target
10689,0.6102094246689955
10690,0.3354657882610873
10691,0.601801144115777
10692,0.4184497661133498
10693,0.9516952362958786
10694,0.9577526951222262
10695,0.2662124932803686
10696,0.2629985039685532
10697,0.3203927420735903
10698,0.25775140295674626
10699,0.28637107877207435
10700,0.38623887119817596
10701,0.40637564422636446
10702,0.3310745215482795
10703,0.35829663896003966
10704,0.9720631723357414
10705,0.9599567798723342
10706,0.681059523809524
10707,0.23239703425229738
10708,0.4702848943554628
10709,0.8683972268038362
10710,0.5521446178175111
10711,0.6269282946270478
10712,0.6869286914975518
10713,0.5774471597850172
10714,0.6113714171035621
10715,0.872565532456611
10716,0.8064390826262291
10717,0.5632414593006778
10718,0.785651820050763
10719,0.6677985152151092
10720,0.4427033474742974
10721,0.6508293324464602
10722,0.8520781615188938
10723,0.6533346733134372
10724,0.8259197846224844
10725,0.8922207751276204
10726,0.6085361236784
10727,0.3121439454435371
10728,0.9049291118056391
10729,0.54750074364296
10730,0.9604000606532906
10731,0.6634849380705758
10732,0.488371527020792
10733,0.5040199944537422
10734,0.4922036995065195
10735,0.9580998104753765
10736,0.8898471298444797
10737,0.935755635640189
10738,0.6948736957774322
10739,0.7086638688372046
10740,0.44850556619649673
10741,0.9631095071337804
10742,0.4966092288605118
10743,0.5811715646593697
10744,0.24625277835935971
10745,0.24625277835935971
10746,0.19540996124329454
10747,0.19540996124329454
10748,0.7204119701607726
10749,0.9249870442868547
10750,0.44986400137582827
10751,0.5034140153270266
10752,0.5034140153270266
10753,0.42508623467189566
10754,0.6674756295026592
10755,0.9491128885875234
10756,0.9311272947560472
10757,0.741251223291631
10758,0.727393983005546
10759,0.41798737483691467
10760,0.2175151945663992
10761,0.9537017695664751
10762,0.6559943245784661
10763,0.7168934777851053
10764,0.9203849972650613
10765,0.328490109298852
10766,0.8265435468516253
10767,0.8975822422255787
10768,0.5399007158110458
10769,0.4475399529575599
10770,0.1379058629889558
10771,0.5216955509955882
10772,0.7548049737981247
10773,0.4506180301520813
10774,0.05916567801232749
10775,0.03492030764195713
10776,0.13590765147707404
10777,0.3521806154615698
10778,0.883752394571195
10779,0.7095882940707438
10780,0.8942616573976835
10781,0.35698556772076967
10782,0.1992645960769221
10783,0.12962032525743478
10784,0.6066096270202526
10785,0.5501302505894994
10786,0.25301936477980663
10787,0.6633101734302103
10788,0.3658610762158029
10789,0.4307669765623168
10790,0.5452097819943766
10791,0.482284309140864
10792,0.6057309762770794
10793,0.7547787455060099
10794,0.7547787455060099
10795,0.9120837042075334
10796,0.263872080824667
